DATA,CLIENTE,ORIGEM ,DESTINO ,KM,VEÍCULO,KM ROD,R$ MOTORISTA,R$ EMPRESA,VALOR DE NF,DIAS PAG,ICMS,CO,COMISSÃO,RENTABILIDADE,V. COM,SITUAÇÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2026,ACTOS,SANTO ANDRE,RIBEIRAO PRETO,330,CARRETA LS,"11,39","R$ 3.760,00","R$ 5.400,00","R$ 300.000,00",15,"12,00%","0,00%","2,00%","6,43%"," R$  32,80 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 45,90", IMPOSTO," R$  351,00 ","6,50%", C.O, R$  -   , MARGEM," R$  347,07 ", ICMS," R$  648,00 ", MOVA," R$  0,00 "," R$  107,73 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 90,00",BOLETOS + RCV," R$  17,50 "
26/03/2026,ACTOS,SANTO ANDRE,PORTO ALEGRE,1.112,CARRETA LS,"8,60","R$ 9.560,00","R$ 12.400,00","R$ 300.000,00",15,"12,00%","0,00%","0,00%","0,69%", R$  -   ,,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 105,40", IMPOSTO," R$  806,00 ","6,50%", C.O, R$  -   , MARGEM," R$  85,72 ", ICMS," R$  1.488,00 ", MOVA," R$  0,00 "," R$  247,38 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 90,00",BOLETOS + RCV," R$  17,50 "
26/03/2026,CYA RUBBER,GUARULHOS,COTIA,55,HR,"9,00","R$ 495,00","R$ 900,00","R$ 20.000,00",15,"12,00%","0,00%","13,00%","15,19%"," R$  52,65 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 7,65", IMPOSTO," R$  58,50 ","6,50%", C.O, R$  -   , MARGEM," R$  136,75 ", ICMS," R$  108,00 ", MOVA," R$  0,00 "," R$  17,96 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 6,00",BOLETOS + RCV," R$  17,50 "
27/03/2026,QUISVI,ROCA SALES,SAO LEOPOLDO,91,TRUCK,"14,95","R$ 1.360,00","R$ 2.300,00","R$ 50.000,00",15,"0,00%","0,00%","13,00%","24,80%"," R$  122,20 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 19,55", IMPOSTO," R$  149,50 ","6,50%", C.O, R$  -   , MARGEM," R$  570,37 ", ICMS, R$  -   , MOVA," R$  0,00 "," R$  45,89 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 15,00",BOLETOS + RCV," R$  17,50 "
27/03/2026,CYA RUBBER,VIANA,BRAGANÇA PAULISTA,990,TRUCK,"5,40","R$ 5.350,00","R$ 9.100,00","R$ 100.000,00",15,"12,00%","0,00%","10,00%","15,22%"," R$  375,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 77,35", IMPOSTO," R$  591,50 ","6,50%", C.O, R$  -   , MARGEM," R$  1.385,11 ", ICMS," R$  1.092,00 ", MOVA," R$  0,00 "," R$  181,55 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 30,00",BOLETOS + RCV," R$  17,50 "
27/03/2026,CYA RUBBER,VIANA,CAJURU,963,CARRETA,"7,89","R$ 7.600,00","R$ 13.250,00","R$ 200.000,00",15,"12,00%","0,00%","13,00%","15,17%"," R$  734,50 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 112,63", IMPOSTO," R$  861,25 ","6,50%", C.O, R$  -   , MARGEM," R$  2.009,79 ", ICMS," R$  1.590,00 ", MOVA," R$  0,00 "," R$  264,34 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 60,00",BOLETOS + RCV," R$  17,50 "
27/03/2026,CYA RUBBER,GOIANIA,VARZEA GRANDE ,MT,TRUCK,"5,57","R$ 5.360,00","R$ 8.500,00","R$ 100.000,00",15,"3,00%","3,50%","10,00%","16,84%"," R$  314,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 72,25", IMPOSTO," R$  552,50 ","6,50%", C.O," R$  297,50 ", MARGEM," R$  1.431,68 ", ICMS," R$  255,00 ", MOVA," R$  0,00 "," R$  169,58 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 30,00",BOLETOS + RCV," R$  17,50 "
27/03/2026,CYA RUBBER,BARRA DO PIRAI ,SAO LEOPOLDO,1.400,CARRETA,"8,00","R$ 11.200,00","R$ 15.900,00","R$ 50.000,00",15,"12,00%","0,00%","2,00%","7,42%"," R$  94,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 135,15", IMPOSTO," R$  1.033,50 ","6,50%", C.O, R$  -   , MARGEM," R$  1.179,65 ", ICMS," R$  1.908,00 ", MOVA," R$  0,00 "," R$  317,21 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 15,00",BOLETOS + RCV," R$  17,50 "
27/03/2026,UNIFORT,GOIANIA,MARABAS,1.400,TOCO,"5,29","R$ 7.410,00","R$ 11.900,00","R$ 100.000,00",15,"3,00%","3,50%","10,00%","17,71%"," R$  449,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 101,15", IMPOSTO," R$  773,50 ","6,50%", C.O," R$  416,50 ", MARGEM," R$  2.107,95 ", ICMS," R$  357,00 ", MOVA," R$  0,00 "," R$  237,41 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 30,00",BOLETOS + RCV," R$  17,50 "
30/03/2026,CYA RUBBER,GUARULHOS,PINHALZINHO,110,TRUCK,"10,45","R$ 1.150,00","R$ 2.000,00","R$ 50.000,00",15,"12,00%","0,00%","10,00%","15,28%"," R$  85,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 17,00", IMPOSTO," R$  130,00 ","6,50%", C.O, R$  -   , MARGEM," R$  305,60 ", ICMS," R$  240,00 ", MOVA," R$  0,00 "," R$  39,90 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 15,00",BOLETOS + RCV," R$  17,50 "
30/03/2026,CYA RUBBER,SAO LEOPOLDO,PORTAO,30,CARRETA,"65,33","R$ 1.960,00","R$ 3.200,00","R$ 100.000,00",15,"0,00%","0,00%","13,00%","22,88%"," R$  161,20 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 27,20", IMPOSTO," R$  208,00 ","6,50%", C.O, R$  -   , MARGEM," R$  732,26 ", ICMS, R$  -   , MOVA," R$  0,00 "," R$  63,84 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 30,00",BOLETOS + RCV," R$  17,50 "
30/03/2026,ACTOS,SANTO ANDRE,BELO HORIZONTE,540,CARRETA LS,"17,15","R$ 9.260,00","R$ 12.900,00","R$ 200.000,00",15,"5,60%","3,50%","3,00%","8,32%"," R$  109,20 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 109,65", IMPOSTO," R$  838,50 ","6,50%", C.O," R$  451,50 ", MARGEM," R$  1.073,90 ", ICMS," R$  722,40 ", MOVA," R$  0,00 "," R$  257,36 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 60,00",BOLETOS + RCV," R$  17,50 "
30/03/2026,SATAKE,JOINVILLE,ITU,600,TODOS,"1,93","R$ 1.160,00","R$ 1.900,00","R$ 50.000,00",15,"12,00%","0,00%","0,00%","15,89%", R$  -   ,,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 16,15", IMPOSTO," R$  123,50 ","6,50%", C.O, R$  -   , MARGEM," R$  301,95 ", ICMS," R$  228,00 ", MOVA," R$  0,00 "," R$  37,91 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 15,00",BOLETOS + RCV," R$  17,50 "
31/03/2026,CYA RUBBER,GUARULHOS ,SALTO,100,TOCO,"9,60","R$ 960,00","R$ 1.690,00","R$ 30.000,00",15,"12,00%","0,00%","12,00%","15,10%"," R$  87,60 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 14,37", IMPOSTO," R$  109,85 ","6,50%", C.O, R$  -   , MARGEM," R$  255,17 ", ICMS," R$  202,80 ", MOVA," R$  0,00 "," R$  33,72 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 9,00",BOLETOS + RCV," R$  17,50 "
31/03/2026,VIRTUS,SANTOS/NOVA ODESSA,NOVA LACERDA,1.946,CARRETA,"11,85","R$ 23.060,00","R$ 34.500,00","R$ 270.000,00",10,"5,60%","3,50%","7,00%","12,77%"," R$  800,80 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 293,25", IMPOSTO," R$  2.242,50 ","6,50%", C.O," R$  1.207,50 ", MARGEM," R$  4.406,60 ", ICMS," R$  1.932,00 ", MOVA," R$  0,00 "," R$  458,85 ", MOVA,"1,33%", SEGURO,"0,030%","R$ 81,00",BOLETOS + RCV," R$  17,50 "
31/03/2026,VIRTUS,SANTOS/NOVA ODESSA,ANAPOLIS,842,CARRETA LS,"15,39","R$ 12.960,00","R$ 21.900,00","R$ 350.000,00",21,"5,60%","3,50%","13,00%","15,71%"," R$  1.162,20 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 186,15", IMPOSTO," R$  1.423,50 ","6,50%", C.O," R$  766,50 ", MARGEM," R$  3.441,08 ", ICMS," R$  1.226,40 ", MOVA," R$  0,00 "," R$  611,67 ", MOVA,"2,79%", SEGURO,"0,030%","R$ 105,00",BOLETOS + RCV," R$  17,50 "
31/03/2026,CYA RUBBER,GUARULHOS,SAO LEOPOLDO,1.092,CARRETA SIM,"7,69","R$ 8.400,00","R$ 13.900,00","R$ 300.000,00",15,"12,00%","0,00%","7,00%","14,68%"," R$  385,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 118,15", IMPOSTO," R$  903,50 ","6,50%", C.O, R$  -   , MARGEM," R$  2.040,55 ", ICMS," R$  1.668,00 ", MOVA," R$  0,00 "," R$  277,31 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 90,00",BOLETOS + RCV," R$  17,50 "
31/03/2026,CYA RUBBER,GUARULHOS ,SAO PAULO,40,TRUCK,"21,50","R$ 860,00","R$ 1.560,00","R$ 50.000,00",15,"12,00%","0,00%","13,00%","15,61%"," R$  91,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 13,26", IMPOSTO," R$  101,40 ","6,50%", C.O, R$  -   , MARGEM," R$  243,52 ", ICMS," R$  187,20 ", MOVA," R$  0,00 "," R$  31,12 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 15,00",BOLETOS + RCV," R$  17,50 "
03/04/2026,CYA RUBBER,ITAJAI,SAO LEOPOLDO,533,CARRETA,"8,44","R$ 4.500,00","R$ 7.100,00","R$ 100.000,00",15,"12,00%","0,00%","7,00%","12,04%"," R$  182,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 60,35", IMPOSTO," R$  461,50 ","6,50%", C.O, R$  -   , MARGEM," R$  855,01 ", ICMS," R$  852,00 ", MOVA," R$  0,00 "," R$  141,65 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 30,00",BOLETOS + RCV," R$  17,50 "
03/04/2026,CYA RUBBER,ITAJAI,SAO LEOPOLDO,533,BITRUCK,"7,30","R$ 3.889,21","R$ 6.900,00","R$ 100.000,00",15,"12,00%","0,00%","13,00%","15,93%"," R$  391,40 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 58,65", IMPOSTO," R$  448,50 ","6,50%", C.O, R$  -   , MARGEM," R$  1.099,08 ", ICMS," R$  828,00 ", MOVA," R$  0,00 "," R$  137,66 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 30,00",BOLETOS + RCV," R$  17,50 "
06/04/2026,CYA RUBBER,GUARULHOS,GUARULHOS,14,TRUCK,"47,14","R$ 660,00","R$ 1.180,00","R$ 30.000,00",15,"12,00%","0,00%","12,00%","15,19%"," R$  62,40 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 10,03", IMPOSTO," R$  76,70 ","6,50%", C.O, R$  -   , MARGEM," R$  179,23 ", ICMS," R$  141,60 ", MOVA," R$  0,00 "," R$  23,54 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 9,00",BOLETOS + RCV," R$  17,50 "
06/04/2026,CYA RUBBER,GUARULHOS,FRANCA,412,TRUCK,"7,40","R$ 3.050,00","R$ 5.400,00","R$ 50.000,00",15,"12,00%","0,00%","13,00%","15,91%"," R$  305,50 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 45,90", IMPOSTO," R$  351,00 ","6,50%", C.O, R$  -   , MARGEM," R$  859,37 ", ICMS," R$  648,00 ", MOVA," R$  0,00 "," R$  107,73 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 15,00",BOLETOS + RCV," R$  17,50 "
06/04/2026,CYA RUBBER,PORTO ALEGRE,CURITIBA,698,TRUCK,"6,45","R$ 4.500,00","R$ 6.600,00","R$ 80.000,00",15,"12,00%","0,00%","3,00%","8,89%"," R$  63,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 56,10", IMPOSTO," R$  429,00 ","6,50%", C.O, R$  -   , MARGEM," R$  586,73 ", ICMS," R$  792,00 ", MOVA," R$  0,00 "," R$  131,67 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 24,00",BOLETOS + RCV," R$  17,50 "
07/04/2026,CYA RUBBER,SAO LEOPOLDO,CAXIAS DO SUL,93,CARRETA,"22,15","R$ 2.060,00","R$ 3.400,00","R$ 200.000,00",15,"0,00%","3,50%","13,00%","19,16%"," R$  174,20 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 28,90", IMPOSTO," R$  221,00 ","6,50%", C.O," R$  119,00 ", MARGEM," R$  651,57 ", ICMS, R$  -   , MOVA," R$  0,00 "," R$  67,83 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 60,00",BOLETOS + RCV," R$  17,50 "
07/04/2026,THRYUMFO,BETIM,BETIM,14,TRUCK,"64,29","R$ 900,00","R$ 1.500,00","R$ 20.000,00",15,0%,"0,00%",13%,"23,89%"," R$  78,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 12,75", IMPOSTO," R$  97,50 ","6,50%", C.O, R$  -   , MARGEM," R$  358,33 ", ICMS, R$  -   , MOVA," R$  0,00 "," R$  29,93 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 6,00",BOLETOS + RCV," R$  17,50 "
07/04/2026,THRYUMFO,VIÇOSA,BETIM,235,CARRETA,"20,43","R$ 4.800,00","R$ 6.900,00","R$ 950.000,00",15,"0,00%","0,00%","7,00%","14,58%"," R$  147,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 58,65", IMPOSTO," R$  448,50 ","6,50%", C.O, R$  -   , MARGEM," R$  1.005,70 ", ICMS, R$  -   , MOVA," R$  0,00 "," R$  137,66 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 285,00",BOLETOS + RCV," R$  17,50 "
07/04/2026,CYA RUBBER,SAO LEOPOLDO,NOVA PETROPOLIS,50,TRUCK,"21,20","R$ 1.060,00","R$ 1.750,00","R$ 50.000,00",15,"0,00%","0,00%","13,00%","23,10%"," R$  89,70 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 14,88", IMPOSTO," R$  113,75 ","6,50%", C.O, R$  -   , MARGEM," R$  404,26 ", ICMS, R$  -   , MOVA," R$  0,00 "," R$  34,91 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 15,00",BOLETOS + RCV," R$  17,50 "
07/04/2026,CYA RUBBER,VIANA,CAJURU,963,CARRETA,"7,85","R$ 7.560,00","R$ 11.400,00","R$ 200.000,00",15,"12,00%","0,00%","5,00%","9,98%"," R$  192,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 96,90", IMPOSTO," R$  741,00 ","6,50%", C.O, R$  -   , MARGEM," R$  1.137,17 ", ICMS," R$  1.368,00 ", MOVA," R$  0,00 "," R$  227,43 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 60,00",BOLETOS + RCV," R$  17,50 "
07/04/2026,UNIFORT,GOIANIA,MARABA,1.400,3/4,"5,04","R$ 7.060,00","R$ 11.200,00","R$ 100.000,00",15,"3,00%","3,50%","10,00%","17,00%"," R$  414,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 95,20", IMPOSTO," R$  728,00 ","6,50%", C.O," R$  392,00 ", MARGEM," R$  1.903,86 ", ICMS," R$  336,00 ", MOVA," R$  0,00 "," R$  223,44 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 30,00",BOLETOS + RCV," R$  17,50 "
09/04/2026,UNIFORT,BETIM,VITORIA DA CONQUISTA,850,TRUCK,"6,71","R$ 5.700,00","R$ 7.900,00","R$ 200.000,00",15,"5,60%","3,50%","0,00%","3,36%"," R$  400,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 67,15", IMPOSTO," R$  513,50 ","6,50%", C.O," R$  276,50 ", MARGEM," R$  265,35 ", ICMS," R$  442,40 ", MOVA," R$  0,00 "," R$  157,61 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 60,00",BOLETOS + RCV," R$  17,50 "
09/04/2026,UNIFORT,BETIM,VITORIA DA CONQUISTA,850,BITRUCK,"6,89","R$ 5.860,00","R$ 9.650,00","R$ 350.000,00",15,"5,60%","3,50%","10,00%","15,63%"," R$  379,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 82,03", IMPOSTO," R$  627,25 ","6,50%", C.O," R$  337,75 ", MARGEM," R$  1.508,56 ", ICMS," R$  540,40 ", MOVA," R$  0,00 "," R$  192,52 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 105,00",BOLETOS + RCV," R$  17,50 "
09/04/2026,CYA RUBBER,SAO LEOPOLDO,GUARULHOS,1.100,CARRETA,"7,77","R$ 8.550,00","R$ 11.000,00","R$ 200.000,00",15,"12,00%","0,00%","0,00%","0,22%", R$  -   ,,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 93,50", IMPOSTO," R$  715,00 ","6,50%", C.O, R$  -   , MARGEM," R$  24,55 ", ICMS," R$  1.320,00 ", MOVA," R$  0,00 "," R$  219,45 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 60,00",BOLETOS + RCV," R$  17,50 "
09/04/2026,CYA RUBBER,VIANA,CAJURU,963,CARRETA,"8,52","R$ 8.200,00","R$ 13.300,00","R$ 350.000,00",15,"12,00%","0,00%","7,00%","13,40%"," R$  357,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 113,05", IMPOSTO," R$  864,50 ","6,50%", C.O, R$  -   , MARGEM," R$  1.781,62 ", ICMS," R$  1.596,00 ", MOVA," R$  0,00 "," R$  265,34 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 105,00",BOLETOS + RCV," R$  17,50 "
09/04/2026,THRYUMFO,CONTAGEM,BETIM,35,TRUCK,"35,43","R$ 1.240,00","R$ 1.900,00","R$ 200.000,00",15,"0,00%","0,00%","13,00%","16,80%"," R$  85,80 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 16,15", IMPOSTO," R$  123,50 ","6,50%", C.O, R$  -   , MARGEM," R$  319,15 ", ICMS, R$  -   , MOVA," R$  0,00 "," R$  37,91 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 60,00",BOLETOS + RCV," R$  17,50 "
09/04/2026,UNIFORT,BETIM,VITORIA DA CONQUISTA,850,CARRETA,"8,89","R$ 7.560,00","R$ 11.850,00","R$ 500.000,00",15,"3,00%","3,50%","10,00%","15,32%"," R$  429,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 100,73", IMPOSTO," R$  770,25 ","6,50%", C.O," R$  414,75 ", MARGEM," R$  1.815,87 ", ICMS," R$  355,50 ", MOVA," R$  0,00 "," R$  236,41 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 150,00",BOLETOS + RCV," R$  17,50 "
10/04/2026,UNIFORT,BETIM,GOIANIA,850,CARRETA LS,"10,89","R$ 9.260,00","R$ 14.400,00","R$ 500.000,00",15,"3,00%","3,50%","10,00%","15,12%"," R$  514,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 122,40", IMPOSTO," R$  936,00 ","6,50%", C.O," R$  504,00 ", MARGEM," R$  2.176,82 ", ICMS," R$  432,00 ", MOVA," R$  0,00 "," R$  287,28 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 150,00",BOLETOS + RCV," R$  17,50 "
10/04/2026,CYA RUBBER,GUARULHOS,SALTO,100,TOCO,"12,30","R$ 1.230,00","R$ 2.200,00","R$ 80.000,00",15,"12,00%","0,00%","13,00%","15,13%"," R$  126,10 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 18,70", IMPOSTO," R$  143,00 ","6,50%", C.O, R$  -   , MARGEM," R$  332,81 ", ICMS," R$  264,00 ", MOVA," R$  0,00 "," R$  43,89 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 24,00",BOLETOS + RCV," R$  17,50 "
14/04/2026,THRYUMFO,PARAOPEBA,BURITIZEIRO,255,TOCO,"10,04","R$ 2.560,00","R$ 3.900,00","R$ 50.000,00",15,"0,00%","3,50%","13,00%","16,21%"," R$  174,20 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 33,15", IMPOSTO," R$  253,50 ","6,50%", C.O," R$  136,50 ", MARGEM," R$  632,35 ", ICMS, R$  -   , MOVA," R$  0,00 "," R$  77,81 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 15,00",BOLETOS + RCV," R$  17,50 "
14/04/2026,THRYUMFO,PARAOPEBA,BETIM,90,TOCO,"14,00","R$ 1.260,00","R$ 1.820,00","R$ 50.000,00",15,"0,00%","0,00%","13,00%","15,64%"," R$  72,80 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 15,47", IMPOSTO," R$  118,30 ","6,50%", C.O, R$  -   , MARGEM," R$  284,62 ", ICMS, R$  -   , MOVA," R$  0,00 "," R$  36,31 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 15,00",BOLETOS + RCV," R$  17,50 "
15/04/2026,CYA RUBBER,GUARULHOS,FRANCA,412,CARRETA,"10,63","R$ 4.380,00","R$ 7.650,00","R$ 420.000,00",15,"12,00%","0,00%","10,00%","15,25%"," R$  327,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 65,03", IMPOSTO," R$  497,25 ","6,50%", C.O, R$  -   , MARGEM," R$  1.166,61 ", ICMS," R$  918,00 ", MOVA," R$  0,00 "," R$  152,62 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 126,00",BOLETOS + RCV," R$  17,50 "
15/04/2026,CYA RUBBER,GUARULHOS,MAUA,30,3/4,"27,00","R$ 810,00","R$ 1.500,00","R$ 50.000,00",15,"12,00%","0,00%","13,00%","16,51%"," R$  89,70 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 12,75", IMPOSTO," R$  97,50 ","6,50%", C.O, R$  -   , MARGEM," R$  247,63 ", ICMS," R$  180,00 ", MOVA," R$  0,00 "," R$  29,93 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 15,00",BOLETOS + RCV," R$  17,50 "
15/04/2026,CYA RUBBER,VIANA,CAJURU,900,TRUCK,"6,67","R$ 6.000,00","R$ 9.700,00","R$ 200.000,00",15,"12,00%","0,00%","7,00%","13,33%"," R$  259,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 82,45", IMPOSTO," R$  630,50 ","6,50%", C.O, R$  -   , MARGEM," R$  1.293,04 ", ICMS," R$  1.164,00 ", MOVA," R$  0,00 "," R$  193,52 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 60,00",BOLETOS + RCV," R$  17,50 "
16/04/2026,CYA RUBBER,GUARULHOS,GUARULHOS,18,3/4,"42,22","R$ 760,00","R$ 1.500,00","R$ 20.000,00",15,"12,00%","0,00%","13,00%","20,01%"," R$  96,20 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 12,75", IMPOSTO," R$  97,50 ","6,50%", C.O, R$  -   , MARGEM," R$  300,13 ", ICMS," R$  180,00 ", MOVA," R$  0,00 "," R$  29,93 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 6,00",BOLETOS + RCV," R$  17,50 "
16/04/2026,LEME,SAO PAULO,JOINVILLE,600,FIORINO,"1,77","R$ 1.060,00","R$ 1.890,00","R$ 20.000,00",7,"12,00%","0,00%","13,00%","16,68%"," R$  107,90 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 16,07", IMPOSTO," R$  122,85 ","6,50%", C.O, R$  -   , MARGEM," R$  315,29 ", ICMS," R$  226,80 ", MOVA," R$  0,00 "," R$  17,60 ", MOVA,"0,93%", SEGURO,"0,030%","R$ 6,00",BOLETOS + RCV," R$  17,50 "
16/04/2026,CYA RUBBER,APIAI,SAO LEOPOLDO,850,CARRETA,"8,66","R$ 7.360,00","R$ 11.900,00","R$ 150.000,00",15,"12,00%","0,00%","7,00%","13,61%"," R$  317,80 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 101,15", IMPOSTO," R$  773,50 ","6,50%", C.O, R$  -   , MARGEM," R$  1.619,65 ", ICMS," R$  1.428,00 ", MOVA," R$  0,00 "," R$  237,41 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 45,00",BOLETOS + RCV," R$  17,50 "
16/04/2026,CYA RUBBER,APIAI,GUARULHOS,338,CARRETA,"12,01","R$ 4.060,00","R$ 6.700,00","R$ 150.000,00",15,"12,00%","0,00%","7,00%","14,37%"," R$  184,80 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 56,95", IMPOSTO," R$  435,50 ","6,50%", C.O, R$  -   , MARGEM," R$  962,59 ", ICMS," R$  804,00 ", MOVA," R$  0,00 "," R$  133,67 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 45,00",BOLETOS + RCV," R$  17,50 "
17/04/2026,UNIFORT,GOIANIA,MARABA,1.600,TOCO,"4,84","R$ 7.750,00","R$ 12.500,00","R$ 80.000,00",15,"3,00%","3,50%","10,00%","18,02%"," R$  475,00 ",,,,,,,,,,,,,,,,ADEQUAÇÃO TABELA,"0,85%","R$ 106,25", IMPOSTO," R$  812,50 ","6,50%", C.O," R$  437,50 ", MARGEM," R$  2.252,88 ", ICMS," R$  375,00 ", MOVA," R$  0,00 "," R$  249,38 ", MOVA,"2,00%", SEGURO,"0,030%","R$ 24,00",BOLETOS + RCV," R$  17,50 "
